,Electricity (kWh),Heating (kWh)
68353,410.835,114.701
68354,487.659,142.451
68355,421.804,197.026
68356,303.84,260.106
68357,644.722,255.143
68358,237.054,275.767
68359,685.468,354.478
68360,395.711,204.143
68361,550.928,310.255
68362,625.57,153.462
68363,726.612,103.724
68364,599.044,149.807
68365,687.337,78.337
68366,509.4,249.289
68367,947.496,116.257
68368,811.645,123.324
68369,551.74,194.642
68370,436.741,213.115
68371,460.55,203.488
68372,419.245,121.926
68373,508.2,137.431
68374,392.2,77.136
68375,699.952,146.894
68376,463.462,57.787
68377,457.235,109.433
68378,546.331,120.215
68379,248.461,90.862
68380,555.496,114.643
68381,386.894,218.009
68382,360.58,219.525
68383,275.017,232.559
68384,0.0,120.972
68385,518.911,197.344
68386,704.38,193.804
68387,478.765,204.224
68388,757.607,151.561
68389,587.863,108.438
68390,838.148,135.099
68391,773.738,102.852
68392,784.361,136.608
68393,377.603,190.855
68394,684.583,107.922
68395,247.329,170.621
68396,515.34,168.128
68397,309.002,97.853
68398,381.343,111.329
68399,99.739,167.62
68400,416.149,110.592
68401,546.709,124.992
68402,278.012,134.408
68403,335.89,175.566
68404,187.763,277.098
68405,349.775,175.972
68406,610.307,286.002
68407,496.728,127.48
68408,463.332,146.395
68409,0.0,145.7
68410,589.55,233.537
68411,743.389,190.777
68412,479.469,132.665
68413,612.901,81.534
68414,342.888,124.982
68415,736.939,127.565
68416,460.239,73.5
68417,1250.882,21.374
68418,435.637,233.078
68419,931.032,129.677
68420,600.01,125.821
68421,730.788,157.395
68422,334.397,145.306
68423,1160.706,135.393
68424,301.051,56.328
68425,114.922,132.5
68426,583.843,158.905
68427,369.573,90.368
68428,273.045,123.958
68429,313.426,198.979
68430,433.9,258.389
68431,598.546,119.838
68432,315.218,274.959
68433,322.104,182.008
68434,612.822,168.308
68435,730.075,122.139
68436,725.784,147.108
68437,359.183,77.858
68438,698.648,68.781
68439,887.695,52.071
68440,470.701,146.709
68441,353.134,69.561
68442,936.075,201.451
68443,608.723,242.234
68444,577.031,219.986
68445,263.226,113.744
68446,411.607,96.972
68447,0.0,162.127
68448,436.263,101.297
68449,321.962,107.664
68450,373.268,78.302
68451,406.427,135.873
68452,682.11,200.036
68453,469.448,316.524
68454,274.118,248.914
68455,449.169,230.965
68456,395.043,286.05
68457,666.822,244.951
68458,561.772,135.127
68459,236.194,77.333
68460,390.773,147.247
68461,547.964,162.275
68462,693.0,127.226
68463,486.071,185.342
68464,699.102,145.789
68465,410.956,143.428
68466,735.214,79.732
68467,592.497,184.305
68468,482.19,161.558
68469,465.69,151.586
68470,371.06,67.752
68471,448.037,131.476
68472,323.733,72.569
68473,364.531,128.49
68474,478.758,138.827
68475,227.354,91.746
68476,653.154,172.462
68477,236.775,314.16
68478,205.589,317.792
68479,244.201,256.313
68480,519.55,176.912
68481,586.118,262.07
68482,482.845,144.6
68483,760.456,130.664
68484,570.146,146.558
68485,290.691,92.056
68486,454.485,69.924
68487,452.121,200.27
68488,576.34,88.243
68489,658.08,71.116
68490,1251.79,132.807
68491,694.787,193.084
68492,540.586,166.408
68493,947.358,144.655
68494,495.428,173.17
68495,383.597,73.004
68496,349.34,134.738
68497,377.524,187.444
68498,397.034,200.646
68499,442.791,154.53
68500,240.865,215.987
68501,294.616,446.51
68502,845.821,203.921
68503,794.269,155.507
68504,288.177,299.79
68505,560.379,241.856
68506,455.2,192.216
68507,735.171,149.656
68508,659.516,89.264
68509,677.173,247.25
68510,498.874,78.773
68511,289.78,152.445
68512,801.175,159.461
68513,483.134,106.167
68514,653.765,185.769
68515,683.899,136.761
68516,525.61,120.438
68517,464.588,176.708
68518,288.308,73.328
68519,247.12,61.495
68520,238.828,89.375
68521,376.755,112.318
68522,388.75,122.43
68523,342.685,142.816
68524,138.719,139.105
68525,361.935,265.559
68526,453.289,171.863
68527,622.713,83.417
68528,559.21,282.204
68529,748.334,306.534
68530,454.809,161.649
68531,841.743,121.638
68532,562.769,62.057
68533,1110.431,150.662
68534,527.36,119.109
68535,555.958,149.172
68536,565.433,71.189
68537,493.985,93.847
68538,436.502,250.963
68539,573.292,132.989
68540,337.104,120.048
68541,412.947,153.772
68542,497.341,90.102
68543,582.138,78.205
68544,679.239,91.354
68545,733.683,102.359
68546,203.938,149.523
68547,302.577,155.114
68548,589.681,198.473
68549,337.945,360.495
68550,448.173,402.212
68551,728.301,249.758
68552,0.0,143.271
68553,413.275,313.137
68554,608.746,59.17
68555,334.947,94.415
68556,468.712,132.951
68557,800.954,123.127
68558,729.527,104.68
68559,642.443,142.042
68560,784.999,88.464
68561,548.528,78.905
68562,668.473,186.401
68563,217.157,99.151
68564,419.255,171.834
68565,752.575,185.586
68566,2179.649,73.352
68567,424.291,66.386
68568,509.475,67.017
68569,445.335,218.085
68570,368.564,140.414
68571,258.442,111.835
68572,224.129,123.978
68573,352.359,142.353
68574,633.114,219.361
68575,461.426,166.39
68576,360.065,252.081
68577,530.063,213.282
68578,526.887,233.288
68579,675.738,144.338
68580,626.064,161.161
68581,681.86,104.563
68582,502.076,120.21
68583,645.095,145.692
68584,699.852,73.368
68585,447.257,139.328
68586,539.99,165.329
68587,296.329,153.432
68588,702.463,119.942
68589,715.565,161.418
68590,661.975,139.89
68591,41.135,157.836
68592,373.713,189.004
68593,1516.208,106.556
68594,242.957,167.391
68595,359.348,112.415
68596,451.229,178.747
68597,297.188,250.906
68598,281.969,237.817
68599,638.173,169.324
68600,489.831,244.561
68601,392.734,117.722
68602,688.091,171.909
68603,528.44,170.806
68604,484.11,115.839
68605,243.051,139.527
68606,750.348,138.664
68607,773.753,175.491
68608,914.526,60.38
68609,457.802,170.239
68610,584.756,201.679
68611,835.969,207.107
68612,650.102,143.651
68613,733.081,111.259
68614,462.395,76.081
68615,746.385,75.665
68616,326.8,92.144
68617,285.707,125.146
68618,337.784,145.102
68619,531.601,196.338
68620,311.402,277.288
68621,381.241,359.979
68622,171.354,357.528
68623,211.464,111.51
68624,631.484,253.673
68625,531.136,217.681
68626,547.876,180.114
68627,373.024,196.602
68628,561.898,115.375
68629,438.35,230.703
68630,464.319,110.909
68631,815.238,140.136
68632,664.109,100.628
68633,709.419,87.93
68634,803.454,130.8
68635,799.464,160.62
68636,415.27,146.541
68637,523.895,160.721
68638,725.229,91.344
68639,574.547,130.065
68640,265.425,115.745
68641,413.46,120.027
68642,306.369,50.628
68643,297.462,126.856
68644,390.429,197.88
68645,412.399,286.433
68646,393.91,316.55
68647,298.281,239.464
68648,0.0,222.934
68649,1379.2,65.28
68650,590.803,176.16
68651,225.262,147.96
68652,420.766,177.665
68653,582.618,301.653
68654,488.49,77.308
68655,517.65,131.117
68656,526.404,198.21
68657,557.853,161.907
68658,773.487,71.419
68659,537.066,163.962
68660,434.521,185.855
68661,699.909,204.246
68662,489.644,196.774
68663,455.882,99.262
68664,545.007,97.741
68665,719.0,126.285
68666,370.241,66.664
68667,299.329,133.961
68668,428.115,136.47
68669,348.978,221.215
68670,508.392,118.849
68671,276.71,200.615
68672,553.581,320.944
68673,559.713,264.967
68674,393.207,131.266
68675,370.038,213.084
68676,669.702,131.035
68677,525.435,107.794
68678,785.819,131.731
68679,938.072,249.206
68680,596.243,74.241
68681,860.661,133.449
68682,801.333,188.539
68683,444.907,185.378
68684,462.851,112.835
68685,819.674,179.993
68686,332.848,144.133
68687,142.838,163.799
68688,469.139,57.593
68689,672.685,118.374
68690,529.226,131.186
68691,282.139,127.777
68692,521.832,240.739
68693,221.493,164.326
68694,345.973,331.979
68695,582.787,190.27
68696,645.311,242.63
68697,1407.302,223.283
68698,320.63,97.609
68699,312.182,177.013
68700,484.438,142.477
68701,408.001,404.042
68702,663.263,161.644
68703,926.245,100.255
68704,410.629,58.4
68705,616.871,126.076
68706,258.539,284.432
68707,733.831,128.05
68708,603.879,121.088
68709,434.831,151.171
68710,0.0,78.877
68711,406.728,63.126
68712,806.134,139.352
68713,709.546,124.536
68714,196.323,119.826
68715,419.202,132.625
68716,265.285,386.257
68717,188.522,227.143
68718,328.911,170.217
68719,630.578,123.816
68720,794.74,219.169
68721,576.082,256.987
68722,683.487,214.384
68723,584.193,129.898
68724,461.98,212.656
68725,293.586,243.272
68726,668.252,243.985
68727,492.951,154.444
68728,375.986,190.923
68729,1499.024,151.209
68730,681.604,214.169
68731,604.411,138.872
68732,614.442,200.86
68733,427.809,136.087
68734,571.106,90.007
68735,455.341,97.963
68736,378.713,39.718
68737,390.729,99.47
68738,323.903,187.558
68739,711.704,135.03
68740,298.928,116.975
68741,796.202,196.032
68742,669.553,310.253
68743,265.152,415.806
68744,146.672,254.403
68745,0.0,59.676
68746,655.715,84.364
68747,648.669,87.294
68748,485.52,147.028
68749,129.436,172.79
68750,769.955,163.386
68751,526.099,176.05
68752,625.182,103.707
68753,532.572,129.349
68754,390.767,206.103
68755,795.893,223.943
68756,447.261,206.623
68757,453.011,183.173
68758,273.98,138.199
68759,379.682,132.385
68760,668.262,146.14
68761,505.804,62.582
68762,416.837,179.41
68763,734.006,151.866
68764,182.376,249.705
68765,395.579,146.008
68766,360.708,285.683
68767,478.342,284.789
68768,202.396,262.904
68769,446.066,77.545
68770,314.507,160.028
68771,433.799,245.09
68772,545.231,110.502
68773,676.586,116.489
68774,404.014,153.65
68775,577.885,161.578
68776,640.231,107.111
68777,531.022,113.511
68778,512.207,136.32
68779,475.508,102.615
68780,499.101,140.658
68781,555.755,286.486
68782,406.187,78.886
68783,397.337,125.963
68784,706.86,60.851
68785,658.652,117.36
68786,167.093,115.158
68787,518.182,92.53
68788,279.464,242.068
68789,514.424,254.902
68790,634.614,154.67
68791,463.144,403.352
68792,410.342,219.442
68793,454.147,155.059
68794,693.885,123.008
68795,765.694,158.636
68796,418.975,151.729
68797,986.238,93.409
68798,604.863,189.033
68799,685.311,122.304
68800,606.047,159.224
68801,751.897,148.647
68802,601.728,199.109
68803,734.241,246.947
68804,458.223,86.654
68805,527.107,239.318
68806,1243.895,156.119
68807,438.84,80.425
68808,409.502,111.376
68809,1013.038,445.028
68810,291.47,27.85
68811,451.283,152.182
68812,545.602,176.668
68813,437.578,244.724
68814,581.84,355.035
68815,539.107,236.021
68816,2900.0,279.855
68817,503.435,115.755
68818,722.268,165.968
68819,783.761,111.025
68820,468.722,157.588
68821,853.809,138.755
68822,626.033,137.458
68823,433.0,148.161
68824,427.987,75.858
68825,964.61,124.451
68826,728.198,78.979
68827,623.966,245.312
68828,854.848,136.171
68829,463.513,118.144
68830,478.071,77.607
68831,422.854,149.566
68832,656.605,75.937
68833,322.364,123.472
68834,399.779,61.885
68835,188.519,169.941
68836,326.553,206.996
68837,253.398,243.922
68838,663.581,360.82
68839,342.298,210.316
68840,431.607,185.508
68841,546.614,144.531
68842,438.995,118.737
68843,917.951,106.94
68844,690.643,85.082
68845,610.857,116.58
68846,700.111,87.899
68847,706.396,89.406
68848,719.44,30.465
68849,375.489,172.594
68850,531.098,117.638
68851,561.035,125.639
68852,269.119,121.167
68853,687.554,180.903
68854,478.991,84.222
68855,2900.0,55.405
68856,339.949,111.008
68857,427.051,184.392
68858,293.005,85.751
68859,432.792,170.423
68860,605.62,197.514
68861,234.089,267.584
68862,211.275,307.4
68863,1005.436,236.651
68864,345.204,187.105
68865,525.9,183.196
68866,605.913,102.196
68867,558.7,61.105
68868,557.58,113.296
68869,556.015,97.462
68870,596.409,119.861
68871,324.47,122.291
68872,828.017,156.441
68873,776.566,144.483
68874,561.938,123.492
68875,411.732,288.988
68876,725.197,154.39
68877,631.612,169.361
68878,523.666,110.429
68879,638.346,189.109
68880,485.658,93.171
68881,290.385,92.229
68882,248.72,154.858
68883,501.325,93.226
68884,405.891,283.421
68885,358.396,471.175
68886,310.119,280.652
68887,289.813,326.17
68888,514.641,165.078
68889,663.633,204.794
68890,375.726,57.701
68891,591.209,110.218
68892,640.27,145.8
68893,543.512,150.851
68894,469.348,173.539
68895,362.214,154.416
68896,700.359,63.646
68897,279.274,131.569
68898,372.821,130.442
68899,388.467,228.508
68900,875.881,182.158
68901,816.178,262.442
68902,465.259,93.907
68903,361.95,114.155
68904,887.214,82.218
68905,697.546,124.691
68906,323.246,147.824
68907,364.64,150.956
68908,644.532,272.668
68909,735.172,184.853
68910,190.627,234.894
68911,266.196,299.379
68912,508.13,157.002
68913,546.494,185.319
68914,555.574,64.674
68915,634.369,92.449
68916,626.543,171.453
68917,564.582,100.22
68918,526.915,202.038
68919,698.921,126.479
68920,529.094,240.083
68921,410.412,146.219
68922,439.75,93.324
68923,460.521,215.64
68924,719.14,214.199
68925,237.175,122.89
68926,458.213,143.146
68927,385.544,128.254
68928,675.839,91.724
68929,819.206,135.365
68930,502.466,67.893
68931,207.996,264.599
68932,225.552,148.248
68933,220.375,229.779
68934,564.533,269.991
68935,463.354,140.013
68936,355.005,190.241
68937,634.073,194.148
68938,561.39,226.646
68939,578.025,174.288
68940,560.327,111.475
68941,359.423,107.246
68942,503.553,167.4
68943,811.002,81.433
68944,399.751,163.241
68945,1124.482,73.669
68946,877.874,125.711
68947,234.971,256.04
68948,497.311,187.786
68949,385.589,280.844
68950,186.188,144.498
68951,461.715,122.772
68952,371.349,98.915
68953,470.573,98.376
68954,221.64,58.278
68955,487.694,150.994
68956,406.548,197.585
68957,346.356,341.202
68958,633.342,327.11
68959,263.437,186.901
68960,0.0,251.379
68961,499.685,207.434
68962,632.415,134.44
68963,191.208,134.992
68964,601.17,124.176
68965,549.32,106.727
68966,456.739,123.218
68967,539.807,128.626
68968,627.041,171.407
68969,614.543,126.316
68970,936.394,215.138
68971,661.963,211.6
68972,387.886,117.957
68973,520.261,148.215
68974,440.149,70.357
68975,436.542,153.759
68976,226.846,175.126
68977,402.582,113.489
68978,349.18,132.486
68979,572.69,91.474
68980,456.267,144.089
68981,434.282,186.091
68982,311.667,191.577
68983,249.388,280.483
68984,500.616,213.969
68985,262.933,150.132
68986,639.148,151.981
68987,680.961,184.048
68988,626.039,103.048
68989,741.427,150.445
68990,672.99,108.651
68991,403.712,122.31
68992,520.595,118.084
68993,596.972,161.919
68994,444.321,107.42
68995,283.044,213.054
68996,345.088,173.207
68997,900.856,188.944
68998,622.074,104.707
68999,530.146,214.063
69000,410.335,180.789
69001,355.999,122.096
69002,306.575,90.944
69003,448.004,69.385
69004,286.25,519.65
69005,301.709,205.484
69006,446.099,360.0
69007,634.473,184.662
69008,495.652,221.92
69009,990.466,133.48
69010,339.613,173.254
69011,376.853,139.244
69012,736.468,128.238
69013,1061.422,139.336
69014,394.891,179.437
69015,515.509,77.801
69016,901.698,61.397
69017,762.672,181.256
69018,433.296,94.516
69019,551.189,296.634
69020,490.528,103.319
69021,438.172,118.019
69022,426.827,109.477
69023,503.33,154.975
69024,214.527,127.091
69025,414.09,71.241
69026,363.601,73.679
69027,532.455,151.683
69028,567.386,210.359
69029,321.114,352.8
69030,238.145,199.976
69031,762.281,254.936
69032,0.0,91.334
69033,508.933,279.079
69034,501.397,143.854
69035,783.475,120.85
69036,510.228,217.012
69037,359.65,184.732
69038,503.071,115.646
69039,564.985,137.642
69040,484.573,118.917
69041,811.544,143.956
69042,622.559,90.825
69043,940.43,303.61
69044,724.78,160.586
69045,502.62,173.895
69046,548.762,209.783
69047,662.301,203.12
69048,172.311,69.166
69049,470.392,104.094
69050,359.939,137.562
69051,769.448,140.922
69052,180.488,185.557
69053,255.895,179.028
69054,472.865,145.157
69055,736.207,184.791
69056,447.625,263.246
69057,0.0,294.339
69058,341.649,247.906
69059,401.335,122.679
69060,687.676,122.29
69061,324.607,106.938
69062,879.35,107.857
69063,466.882,93.181
69064,626.278,82.392
69065,442.423,178.812
69066,514.805,95.849
69067,835.968,112.491
69068,843.121,141.08
69069,362.513,218.778
69070,745.7,112.188
69071,398.644,154.151
69072,440.822,145.357
69073,473.303,102.58
69074,539.807,112.9
69075,459.626,144.297
69076,164.409,231.518
69077,436.869,130.787
69078,425.214,253.458
69079,502.027,217.297
69080,2426.873,128.837
69081,0.0,135.347
69082,759.149,131.607
69083,615.945,198.828
69084,477.816,234.378
69085,420.541,194.429
69086,671.758,130.108
69087,560.491,160.424
69088,724.568,194.716
69089,948.527,124.692
69090,654.549,74.914
69091,286.347,127.198
69092,325.321,194.896
69093,430.455,130.622
69094,446.199,168.206
69095,370.825,75.155
69096,217.319,108.401
69097,547.267,113.521
69098,584.193,177.731
69099,237.141,112.781
69100,307.716,185.733
69101,240.864,350.13
69102,428.655,191.25
69103,570.76,205.46
69104,510.819,230.426
69105,6.739,307.673
69106,331.857,150.895
69107,337.576,131.872
69108,938.276,151.93
69109,380.131,161.99
69110,510.063,342.032
69111,630.706,174.579
69112,1059.724,154.911
69113,498.121,188.758
69114,561.25,263.779
69115,649.109,118.762
69116,364.371,190.267
69117,974.65,161.958
69118,404.505,109.618
69119,372.345,88.76
69120,608.259,117.92
69121,373.83,126.245
69122,217.916,138.965
69123,508.087,91.61
69124,226.661,109.226
69125,427.802,197.995
69126,301.336,211.718
69127,554.418,231.954
69128,704.064,222.313
69129,0.0,138.381
69130,557.383,208.188
69131,901.734,150.218
69132,453.899,149.627
69133,630.261,144.698
69134,798.779,108.146
69135,922.838,110.308
69136,1313.305,110.316
69137,818.227,140.155
69138,714.406,159.658
69139,462.632,167.102
69140,440.197,140.92
69141,536.187,137.572
69142,1037.506,195.955
69143,721.633,233.852
69144,153.133,227.518
69145,453.579,98.773
69146,330.488,73.629
69147,683.07,128.735
69148,234.23,230.726
69149,392.192,107.277
69150,654.829,304.358
69151,310.243,285.535
69152,418.359,144.688
69153,575.883,173.795
69154,384.666,68.714
69155,782.073,203.95
69156,589.46,152.362
69157,1018.808,157.55
69158,587.256,133.701
69159,455.499,142.468
69160,485.639,131.743
69161,736.374,52.963
69162,1133.529,82.21
69163,563.982,132.162
69164,321.648,114.536
69165,511.306,157.21
69166,410.055,154.497
69167,256.657,32.693
69168,330.62,72.758
69169,473.81,130.985
69170,302.519,128.818
69171,686.185,145.625
69172,424.101,89.72
69173,349.7,165.212
69174,631.46,239.297
69175,442.481,206.214
69176,310.026,242.783
69177,469.331,106.855
69178,552.265,108.522
69179,639.971,178.348
69180,509.625,99.499
69181,427.551,110.585
69182,689.732,109.958
69183,1016.256,99.055
69184,491.905,130.05
69185,827.205,215.845
69186,467.819,124.515
69187,339.352,179.821
69188,457.247,104.464
69189,200.136,159.246
69190,359.772,101.504
69191,640.794,74.934
69192,484.163,67.416
69193,0.0,95.56
69194,598.542,166.07
69195,183.308,191.995
69196,317.031,159.486
69197,533.188,275.347
69198,430.794,373.251
69199,314.561,262.678
69200,513.86,158.822
69201,502.552,221.56
69202,557.066,211.951
69203,673.921,112.951
69204,614.456,124.751
69205,478.309,142.618
69206,608.975,75.469
69207,540.061,0.0
69208,562.108,186.493
69209,512.332,161.967
69210,639.133,135.612
69211,298.59,217.922
69212,490.868,118.404
69213,450.513,144.57
69214,643.499,131.529
69215,254.716,124.028
69216,507.464,71.047
69217,418.668,100.823
69218,590.224,36.965
69219,226.652,175.094
69220,374.7,136.784
69221,251.5,220.81
69222,475.608,336.581
69223,329.366,576.409
69224,418.514,167.868
69225,480.721,144.547
69226,513.912,88.44
69227,317.151,61.689
69228,354.218,119.488
69229,365.896,150.11
69230,477.476,105.844
69231,681.245,130.288
69232,574.851,154.992
69233,487.121,135.159
69234,887.531,157.797
69235,748.015,218.48
69236,450.83,175.056
69237,540.799,110.655
69238,689.696,120.875
69239,346.686,128.814
69240,457.708,71.965
69241,390.177,103.159
69242,402.782,112.916
69243,377.993,136.452
69244,516.907,486.952
69245,703.782,250.675
69246,472.486,291.909
69247,337.7,255.949
69248,2900.0,287.697
69249,406.654,217.406
69250,380.454,68.016
69251,728.913,130.945
69252,785.473,195.491
69253,814.32,112.059
69254,838.833,121.516
69255,881.441,71.04
69256,516.014,105.224
69257,654.425,140.09
69258,736.477,143.752
69259,442.757,104.115
69260,338.591,167.095
69261,539.739,111.336
69262,449.616,99.6
69263,502.164,136.82
69264,363.698,75.512
69265,426.629,0.0
69266,505.935,79.544
69267,283.836,55.532
69268,517.003,329.026
69269,252.276,238.556
69270,267.096,308.263
69271,276.948,277.22
69272,479.724,145.991
69273,383.011,232.173
69274,662.655,292.575
69275,607.42,141.176
69276,424.922,88.824
69277,518.022,104.515
69278,546.549,147.443
69279,293.343,71.857
69280,464.924,120.427
69281,582.98,274.787
69282,571.816,180.408
69283,476.327,166.527
69284,468.334,146.361
69285,493.861,112.667
69286,0.0,153.837
69287,208.375,201.608
69288,483.648,68.931
69289,315.358,121.27
69290,697.952,145.2
69291,446.062,211.099
69292,276.536,188.517
69293,870.212,330.8
69294,292.36,267.932
69295,360.96,537.087
69296,53.543,331.508
69297,536.954,218.962
69298,430.613,117.129
69299,404.561,311.186
69300,670.764,79.171
69301,365.734,124.305
69302,577.137,163.164
69303,751.706,135.818
69304,834.713,191.231
69305,968.262,152.762
69306,717.206,105.518
69307,487.937,132.374
69308,223.372,91.5
69309,435.145,151.4
69310,0.0,120.923
69311,538.905,196.949
69312,344.739,187.543
69313,722.286,102.383
69314,519.324,79.514
69315,287.11,154.97
69316,491.834,355.073
69317,347.069,306.06
69318,474.089,299.586
69319,247.633,163.507
69320,0.0,242.436
69321,568.184,262.577
69322,687.267,168.653
69323,661.151,201.304
69324,783.603,202.24
69325,536.639,90.852
69326,796.411,68.01
69327,1059.305,90.794
69328,1056.482,217.472
69329,947.77,78.333
69330,527.766,293.05
69331,867.607,134.366
69332,519.584,184.381
69333,506.963,247.072
69334,519.704,100.167
69335,475.223,72.582
69336,562.435,109.883
69337,421.509,16.565
69338,362.182,170.806
69339,229.948,112.526
69340,266.081,269.536
69341,406.769,178.762
69342,405.873,194.451
69343,553.46,321.81
69344,482.241,339.983
69345,0.0,220.201
69346,317.299,359.169
69347,669.213,155.919
69348,463.744,174.855
69349,669.929,120.001
69350,540.832,142.151
69351,828.163,98.781
69352,852.03,177.702
69353,653.416,215.429
69354,596.972,171.409
69355,565.078,243.934
69356,520.02,143.544
69357,415.355,89.091
69358,406.378,78.661
69359,151.231,145.519
69360,146.911,42.502
69361,345.94,38.79
69362,492.031,138.085
69363,390.293,169.48
69364,615.147,174.311
69365,494.79,195.806
69366,384.592,259.712
69367,612.576,171.135
69368,389.739,259.356
69369,706.69,194.635
69370,995.464,143.776
69371,449.34,255.311
69372,410.0,147.378
69373,725.888,119.308
69374,488.391,94.359
69375,732.571,130.323
69376,532.78,137.343
69377,575.031,113.511
69378,527.817,98.805
69379,827.818,171.41
69380,489.053,217.542
69381,475.488,117.257
69382,493.408,66.287
69383,0.0,114.075
69384,453.611,99.762
69385,101.465,94.52
69386,408.456,121.208
69387,495.848,110.259
69388,632.524,344.243
69389,193.072,354.115
69390,373.314,230.269
69391,287.528,295.11
69392,422.851,348.015
69393,617.182,201.744
69394,470.908,199.428
69395,713.579,202.476
69396,415.621,130.101
69397,573.052,92.033
69398,436.994,136.687
69399,1035.233,124.554
69400,711.819,59.953
69401,615.944,168.888
69402,885.76,237.359
69403,613.409,219.222
69404,544.897,225.302
69405,573.32,165.448
69406,460.713,80.434
69407,245.443,180.289
69408,59.763,139.195
69409,655.33,115.306
69410,450.22,151.896
69411,305.054,94.858
69412,356.72,456.581
69413,325.36,223.073
69414,362.654,296.506
69415,347.587,212.726
69416,227.633,102.426
69417,0.0,246.031
69418,425.621,190.605
69419,860.638,242.632
69420,538.94,108.594
69421,537.111,115.825
69422,742.42,149.267
69423,319.193,104.899
69424,398.177,133.296
69425,459.144,209.318
69426,955.757,128.707
69427,723.396,114.916
69428,373.306,198.203
69429,429.596,173.302
69430,407.902,110.02
69431,1425.511,157.539
69432,537.647,183.217
69433,616.764,109.567
69434,367.762,128.145
69435,260.71,160.266
69436,172.457,181.196
69437,563.142,178.075
69438,750.414,252.881
69439,460.682,306.982
69440,393.036,189.382
69441,472.574,156.956
69442,530.01,200.997
69443,766.403,104.276
69444,488.794,148.372
69445,543.172,100.158
69446,604.475,105.976
69447,793.246,100.301
69448,925.854,121.15
69449,558.064,135.765
69450,705.691,150.772
69451,680.408,216.647
69452,537.164,107.015
69453,543.68,99.652
69454,473.417,91.541
69455,320.719,92.801
69456,437.229,141.834
69457,539.848,85.3
69458,500.196,52.782
69459,443.997,175.022
69460,233.362,94.037
69461,556.703,354.542
69462,440.996,300.916
69463,666.587,210.899
69464,420.885,185.083
69465,371.032,178.914
69466,916.353,98.916
69467,640.93,99.966
69468,429.27,89.149
69469,645.764,201.18
69470,989.444,137.393
69471,468.161,79.541
69472,934.708,144.36
69473,782.813,145.891
69474,628.94,227.489
69475,397.423,232.983
69476,479.46,129.59
69477,611.38,259.866
69478,0.0,97.253
69479,0.0,183.193
69480,365.236,177.816
69481,2900.0,115.719
69482,314.686,107.633
69483,370.104,183.643
69484,209.469,344.908
69485,349.851,233.694
69486,365.75,285.578
69487,245.024,151.416
69488,482.195,284.564
69489,515.459,245.899
69490,708.902,122.136
69491,597.759,236.025
69492,820.373,122.168
69493,509.681,139.109
69494,745.85,181.301
69495,398.514,155.106
69496,530.28,69.659
69497,578.816,187.528
69498,592.932,205.61
69499,426.526,168.258
69500,443.092,88.62
69501,608.99,185.837
69502,569.735,87.7
69503,376.863,132.764
69504,447.577,218.826
69505,450.859,131.022
69506,396.002,159.348
69507,424.659,216.012
69508,354.28,582.129
69509,706.762,226.018
69510,724.061,268.302
69511,663.38,220.458
69512,533.498,148.157
69513,468.276,289.441
69514,1296.311,133.54
69515,534.657,94.132
69516,667.943,144.888
69517,952.115,63.186
69518,664.951,76.447
69519,748.468,128.45
69520,760.808,181.501
69521,411.279,87.443
69522,468.892,232.311
69523,730.755,113.934
69524,502.669,241.632
69525,481.3,214.051
69526,511.745,92.178
69527,351.465,105.599
69528,459.072,164.039
69529,1143.615,144.138
69530,527.501,156.727
69531,462.984,82.51
69532,353.46,194.886
69533,808.474,188.654
69534,342.984,301.79
69535,327.259,373.896
69536,392.411,182.005
69537,413.782,267.223
69538,632.368,170.004
69539,645.105,169.933
69540,794.235,159.389
69541,719.1,304.714
69542,788.684,71.104
69543,545.796,194.082
69544,414.308,204.519
69545,852.453,107.09
69546,628.79,132.032
69547,348.633,162.51
69548,1351.852,144.886
69549,715.793,99.771
69550,620.67,97.057
69551,443.181,159.765
69552,638.059,118.422
69553,770.633,137.902
69554,505.278,193.816
69555,559.16,163.322
69556,296.162,113.594
69557,369.194,136.253
69558,520.448,348.885
69559,374.473,349.93
69560,388.435,235.338
69561,8.294,341.952
69562,544.175,125.246
69563,783.97,178.236
69564,757.044,102.005
69565,619.536,129.983
69566,541.096,132.028
69567,536.176,125.132
69568,784.523,96.791
69569,379.014,114.038
69570,543.288,335.496
69571,445.921,117.565
69572,450.255,190.99
69573,439.005,141.01
69574,376.863,99.433
69575,397.616,148.308
69576,407.199,254.822
69577,206.939,100.293
69578,270.634,142.653
69579,267.278,181.714
69580,665.695,90.679
69581,364.574,297.977
69582,350.292,344.53
69583,202.278,367.152
69584,414.861,316.626
69585,563.646,188.459
69586,727.712,143.826
69587,735.782,137.911
69588,670.79,101.733
69589,832.204,194.938
69590,597.916,177.919
69591,1071.379,204.798
69592,646.728,134.944
69593,387.268,77.657
69594,639.284,151.803
69595,830.922,186.246
69596,438.788,145.368
69597,487.148,108.01
69598,0.937,163.279
69599,233.355,154.481
69600,334.875,84.557
69601,251.77,97.79
69602,309.594,127.131
69603,417.675,149.37
69604,271.91,245.655
69605,350.482,287.086
69606,382.878,393.496
69607,322.243,187.323
69608,471.957,314.107
69609,549.452,330.986
69610,479.492,115.698
69611,444.454,96.079
69612,470.346,103.211
69613,690.343,187.552
69614,494.959,141.578
69615,327.847,138.317
69616,567.117,234.344
69617,297.512,141.224
69618,282.379,105.862
69619,631.592,242.649
69620,606.597,190.126
